track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year
7LRJmZ6G5qHQEG2CGeTCji,We Can (feat. Tory Lanez),Kranium,58,6MhwOilsUaISxb4VnIuxpl,We Can (feat. Tory Lanez),2016-09-23,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.552,0.618,5,-6.757,0,0.32,0.42,0.0,0.109,0.399,132.765,194586,2016
6NMNgWgEAzde5M8U3lc6FN,Fake Love,Drake,6,1YxmW7DO2dM05gwMKTbr7l,Fake Love,2016-10-24,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.924,0.543,9,-7.474,0,0.298,0.182,0.0,0.103,0.736,133.907,207813,2016
6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,67,7xMjYDrgPLp1ReFGAOyS1O,DARKNESS AND LIGHT,2016-12-02,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.488,0.762,8,-3.842,1,0.0865,0.591,0.0,0.0763,0.709,123.889,210293,2016
1WOL9lrdYoGoUmfZM0L8i8,I Can't Wait - 2012 Collection Remaster,Nu Shooz,41,3GDOnLCioGbwCWMi0SNqat,80's The Collection,2017-06-23,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.785,0.844,7,-4.63,0,0.0574,0.166,0.002,0.0681,0.94,103.968,218827,2017
17ESRfV2okvyEl6P7pH1ww,Show Me (The Nest Mix),The Cover Girls,9,36KWBT5OHjTHprdxuOtGe2,Show Me - [Hearthrob Mix] [Florida Mix] [Devils Nest Mix] [Drumapella],2017-08-08,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.711,0.534,5,-12.492,0,0.044,0.00352,0.000263,0.128,0.764,113.363,480496,2017
3h3WmEpqqgfk7YKaiLvSBR,Don't Stop,Freestylers,22,47k3kcJEHioOxtcZm0xCId,We Rock Hard,2016-08-18,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.779,0.708,6,-12.509,0,0.056,0.0147,0.000223,0.581,0.839,127.885,283107,2016
7lhEshSCXjqbpn8sjQrLIn,Broken Heart,Red Flag,0,7BR2ZSYHgSj3g7tk19nR6z,80's: Mullets & Synths,2017-02-11,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.643,0.648,1,-13.072,1,0.039,0.00148,0.000193,0.119,0.661,120.207,243733,2017
1NtIMM4N0cFa1dNzN15chl,Believer,Imagine Dragons,12,51s30K7a36ORx6AAaPBRRY,Evolve,2017-06-23,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.772,0.78,10,-4.288,0,0.108,0.0512,0.0,0.119,0.719,124.988,204347,2017
52yOf7Ls1u5AO3cFIzQ58m,Cold,Maroon 5,8,5TYyzdA2lB9qY4mfXGPfzH,Cold,2017-02-14,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.7,0.714,9,-6.295,0,0.104,0.122,0.0,0.0428,0.458,99.909,234308,2017
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,79,4rFrdkSWs0dtj0rWPzOk1v,Lukas Graham,2016-04-01,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,2016
7soJgKhQTO8hLP2JPRkL5O,One Call Away,Charlie Puth,67,3kndSWeE2IYOrZEToZrHEV,Nine Track Mind,2016-01-29,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,2016
1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,70,3HhZbSJdhOqMSaRbEt3gtw,Grateful,2017-06-22,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,2017
7l94dyN2hX9c6wWcZQuOGJ,Dangerous Woman,Ariana Grande,77,3OZgEywV4krCZ814pTJWr7,Dangerous Woman,2016-05-20,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.662,0.602,4,-5.369,0,0.0401,0.0529,0.0,0.356,0.29,133.969,235947,2016
6NprDUe0yiLIVGgcnFGgtq,Pem Pem,Elettra Lamborghini,2,2kYDr9z0l3yXJu8gN7bcOQ,Pem Pem,2018-02-02,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.773,0.891,9,-4.907,0,0.0728,0.0156,0.00927,0.784,0.827,99.023,174697,2018
2cnKEkpVUSV4wnjQiTWfH6,EscÃ¡pate Conmigo,Wisin,11,5uWJP1QRmJemAFD3JH2LOG,EscÃ¡pate Conmigo,2017-03-31,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,232787,2017
400nZFg9JEXd9DTBJf1PE3,Bonita - Remix,J Balvin,1,3444JlIKi0EikurCtbbr3S,Bonita (Remix),2017-12-22,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.798,0.905,5,-0.582,0,0.0375,0.0127,2.41e-05,0.126,0.59,96.005,322907,2017
7fcEDkjCsB6ek5bgZEfqFX,Rapido y Lento (feat. Didy) - Smoothies & Vaizar Remix,Max Brigante,23,34dBRSwBOeVJF4Rb0nVCz5,Rapido y Lento (feat. Didy) [Smoothies & Vaizar Remix],2018-06-29,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.6,0.807,0,-1.89,1,0.381,0.0528,0.0,0.115,0.836,118.391,165333,2018
2N85HU7TqO8lAmHA7AkNdP,Mala,Elettra Lamborghini,45,4AUlb8wrNKNxQPR9AD7dGh,Mala,2018-09-21,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.695,0.752,9,-4.642,1,0.049,0.01,0.00408,0.129,0.663,90.013,176144,2018
7lRp0mTu0oAaN3avFuouoQ,X - Spanglish Version,Nicky Jam,50,0OA68qcpAIWY96mp1yVA4J,X (Spanglish Version),2018-04-27,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.658,0.721,9,-3.803,0,0.0699,0.00217,0.000396,0.341,0.677,180.033,172128,2018
1aYcpI8hXtpAEdBq8fp1pH,Quiero Mas,Ozuna,64,0SukGZiXMtmsZoxstkBtNR,Aura,2018-08-24,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.768,0.821,7,-4.7,1,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,244293,2018
7kxYYjOYRO8HamP4RKBhJ0,Si No Te Quiere,Ozuna,2,3yybdTkXRe9fwPScfeyIOB,Si No Te Quiere,2016-07-19,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.775,0.899,9,-0.073,0,0.0389,0.0274,8.84e-06,0.124,0.945,92.012,225202,2016
1HD8xCyKYt7Bm3P0CbvUbS,In My Mind Part 3 (feat. Georgi Kay),Flo Rida,53,4Asu7eu8lZtgyR8PFAnFTq,In My Mind Part 3 (feat. Georgi Kay),2018-09-27,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.678,0.87,6,-3.132,1,0.182,0.0556,0.0,0.0534,0.228,127.765,193359,2018
7o3FMIu6KldnAwXaA8MO8x,Ya No Tiene Novio - Remix,Sebastian Yatra,58,5DhvMwwdPorHfK7Aihfrc3,Ya No Tiene Novio (Remix),2018-11-23,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.669,0.797,7,-3.269,0,0.145,0.0424,0.0,0.0536,0.702,182.101,212053,2018
0LQ1J0BCzA2qnAgp9MkkNE,MALA,6ix9ine,14,03KcW1ZhaSnj8pIk1LUNQs,DUMMY BOY,2018-11-27,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.719,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.006,206550,2018
1usoXi4f0BnMART4uActEA,Mocca - Remix,Lalo Ebratt,67,5e17MvJeEUfTQJ2Ygu6acn,Mocca (Remix),2018-10-05,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.732,0.758,11,-1.694,1,0.189,0.213,0.0,0.388,0.78,98.007,202876,2018
0F0Y6RxLpOo86HMFmShOMF,Win,Stefflon Don,32,5asFxV5BYQsPkI1IaIOGAU,SECURE,2018-08-17,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.384,0.727,2,-3.444,1,0.195,0.0225,0.0,0.34,0.441,64.558,203080,2018
3psphMjNlZ6AH8WZSthmvO,Machika - Dillon Francis Remix,J Balvin,40,4metRe5Z7olj7AIzTg4guy,Machika (Dillon Francis Remix),2018-03-30,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.684,0.94,11,-3.01,0,0.0786,0.00187,2.21e-06,0.397,0.497,112.008,218973,2018
0UbMVs2WW36wJINYMWb0XH,Shot & Wine,Sean Paul,2,6Pw2d9njmTHIVIVaESslCy,Shot & Wine,2019-01-17,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.802,0.755,10,-4.804,1,0.106,0.0499,0.0,0.0781,0.636,105.983,208353,2019
4l0O19WwpjzbDGkdFtkQ6W,Vacia Sin Mi,Ozuna,65,4ntMfKbnyDVrOWdxiAQWks,Vacia Sin Mi,2019-03-14,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.786,0.63,8,-6.456,0,0.301,0.358,0.00306,0.176,0.749,190.017,271105,2019
2q3xOAHgCol0d0iaGAZDzm,Dio benedica il reggaeton (feat. Baby K),Fred De Palma,45,0lD6IvjP7DJ5zR5BwKJoss,Dio benedica il reggaeton (feat. Baby K),2019-03-15,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.759,0.776,2,-3.656,1,0.106,0.0174,0.0,0.328,0.633,94.974,167684,2019
0B9tlo3EDwWazIPlyWpKAH,Sincera,Fred De Palma,32,4v1bb148A8O08J4TOqLb29,Sincera,2018-11-06,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.738,0.799,6,-3.182,1,0.0722,0.0197,0.0,0.116,0.553,94.009,189894,2018
4T4CZ3Q4z3GG7lU720YYhM,Soltera,Lunay,70,1Q47Pgx4hcUCLJlWyEzMDt,Soltera,2019-02-21,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.778,0.731,5,-4.325,1,0.0399,0.446,0.0,0.251,0.854,91.991,213913,2019
3H179O48ynsu9q8LOnFQZY,QuÃ© Gano OlvidÃ¡ndote (feat. Zion & Lennox) - VersiÃ³n Urbana,Reik,5,6KWa3KnDP6yMEvMY9G26jh,QuÃ© Gano OlvidÃ¡ndote (feat. Zion & Lennox) [VersiÃ³n Urbana],2016-11-11,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.49,0.894,11,-1.708,0,0.0947,0.0869,0.0,0.103,0.653,197.989,246853,2016
6cujVaIoC0DpnAWDJfSMIo,Hipnosis,Zion & Lennox,56,43vpE3l8mSosR1kCaVgg8U,Hipnosis,2018-10-26,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.861,0.713,1,-5.205,0,0.116,0.192,0.0,0.173,0.565,112.024,227120,2018
3dCEtkAfWhk15bLAWZAKLy,D'estate non vale (feat. Ana Mena),Fred De Palma,44,1gWvTwiCaLkpvqMsfKgrFW,D'estate non vale (feat. Ana Mena),2018-06-15,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.658,0.748,11,-5.802,0,0.142,0.0852,0.0,0.0789,0.69,179.919,157176,2018
4v3JgPvGZBqRnKfW8FCtfa,CIKA CIKA (feat. Xhensila) - Remix,Ardian Bujupi,52,0AucGkREKOUhtNBHnlBaJU,CIKA CIKA (feat. Xhensila) [Remix],2019-02-22,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.838,0.826,1,-4.371,1,0.0895,0.0423,3.13e-06,0.352,0.663,99.99,199293,2019
59iNA6gwthoTJ6IgpBGGHW,Cheap Thrills Remix,Sia,56,3vKCCBYeYS6oE1gYSNlU5L,Cheap Thrills Remix,2016-06-17,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.534,0.749,6,-5.562,0,0.0749,0.0776,1.47e-06,0.0906,0.671,179.975,212160,2016
0FDMH2ahuIVzCybwHJK9zh,Quiere Beber,Anuel AA,74,5pQwQRnQOuKrbVUVnGMEN4,Real Hasta la Muerte,2018-07-17,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,2018
47mrfHUAdb0VOa3yanb66k,Demasiado Loca,Sak Noel,49,5mvamjqFDxuWVdRKbCoetg,Demasiado Loca,2019-01-25,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.737,0.932,4,-4.206,0,0.0633,0.0101,0.000124,0.326,0.867,106.059,186067,2019
4au7FRcgZzChASRYu279xH,Con Calma - Remix,Daddy Yankee,74,5lJogLNbwElUSdBmmf8VQB,Con Calma (Remix),2019-04-19,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,181280,2019
0DnrHiLuf4GrIYq5nk6Gks,Can't Take It From Me,Major Lazer,55,5S5vsRM9miQW5ay0sB8Ipd,Can't Take It From Me,2019-05-10,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.615,0.846,1,-6.269,0,0.0895,0.0389,7.96e-06,0.138,0.509,144.914,175867,2019
3YsjPjBsU5QfBFVA9JY0D7,TÃ³came (feat. Pitbull),Elettra Lamborghini,6,3SA2BzCwiasMZK4OvrYfYU,TÃ³came,2019-06-05,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.685,0.731,5,-4.428,0,0.0933,0.0232,0.000744,0.174,0.581,98.098,161013,2019
73WNR9fJWiTwrdKyMlVNf1,Apaga la Luz,Cheka,13,0DYHzTDaiHr8GPWR1VWbGf,The Lost Tape,2016-10-01,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.75,0.739,10,-7.066,0,0.122,0.188,0.0154,0.0886,0.932,169.976,231825,2016
7iwhbx1YQcQ675DTj6AmAb,Mamacita (feat. Farruko),Jason Derulo,68,5IGJ2tmnMeHUDAJonQ3ppj,Mamacita (feat. Farruko),2019-07-05,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.593,0.787,11,-3.67,1,0.34,0.303,0.0,0.0917,0.495,191.772,204064,2019
6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÃ,J Balvin,72,6ylFfzx32ICw4L1A7YWNLN,OASIS,2019-06-28,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,0.586,90.98,198320,2019
26zcbVfaxpenVvQ3v0W5Pa,Lurkin' (feat. Tory Lanez),Chris Brown,60,1BfLzaTFI5qKsAAk0Ae6aV,Indigo,2019-06-28,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.474,0.66,5,-5.389,0,0.153,0.0903,0.0,0.302,0.261,84.777,169413,2019
44RqvvU9FeCjcPHZz50jLO,My Type (feat. Becky G & Melii) - Latin Remix,Saweetie,56,0eDa8J7db8HOxGHO9b7vh0,My Type (feat. Becky G & Melii) [Latin Remix],2019-09-20,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.882,0.822,5,-5.135,1,0.25,0.00113,0.0,0.0753,0.722,105.06,176855,2019
2NuCF6AyI73w6GfMYGhaKA,Se iluminaba,Fred De Palma,44,5x0vWNbVwYFdad8KIMBlrO,Se iluminaba,2019-08-30,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.791,0.693,0,-4.98,0,0.0639,0.0811,0.0,0.0708,0.624,123.923,174291,2019
3JtdSAwtEZgLrbJ8aRr72t,EscÃ¡ndalo (feat. Omar Montes),Rasel,43,43amgDPlqDacHr4SMLsOjB,EscÃ¡ndalo (feat. Omar Montes),2019-05-31,VidaLoca - Latin / Raggaeton / Hip Hop Â©,7EPbNmUW9nkRplDLSN9te4,latin,latin hip hop,0.843,0.815,0,-5.576,0,0.225,0.0256,0.0,0.108,0.751,104.971,158250,2019
4SlqfJkQNAS7A5cvjBvQ3C,Wat Is Je Naam,Yxng Le,59,7DSXNoQCBYILBZGG83t53t,Wat Is Je Naam,2020-01-16,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.626,0.735,1,-7.13,1,0.0888,0.0203,0.0,0.162,0.763,199.799,157935,2020
6elUdvgtbNi1LrD3jPLKpe,One Shot,Hansie,44,5ZzCTm2oxNZdW6bMWCKtmV,One Shot,2020-01-17,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.638,0.757,6,-5.166,0,0.0816,0.287,0.000338,0.109,0.737,177.938,162731,2020
2nHojVjhDjkCy7spYlqrQx,HVJ,Hansie,45,5XTg8ZAAi8wjO4gIBF5O0W,HVJ,2019-11-14,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.679,0.667,4,-5.681,0,0.385,0.252,0.000317,0.152,0.641,189.9,172684,2019
5t4UEmk8EY7rX3djdFtXBo,Uhhh,DJ DYLVN,35,4Hs9Ud666eiBdMbO8IrFWs,Uhhh,2020-01-17,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.888,0.705,6,-3.996,0,0.268,0.0228,4.56e-05,0.239,0.865,92.025,160303,2020
7HL6wIxsT3aRJrUxfVowFn,Mami So Bad,Frenna,69,4QX6zxCyytdRQDmR1IcW0R,Mami So Bad,2019-12-12,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.864,0.612,10,-3.785,0,0.0472,0.000742,0.203,0.0656,0.604,107.99,181352,2019
1mnG6f1xTV1y5ZflTT6Zcb,We Zetten Herres,Bryan Mg,61,5H20JedMD2jQRjP1z5cdiD,We Zetten Herres,2019-12-13,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.712,0.717,2,-4.992,0,0.393,0.253,7.56e-05,0.0997,0.723,195.906,149388,2019
55EVxb7lAjIAII0hWLYNsN,Gutter (feat. Bryan Mg & CSPRODUCER),Architrackz,42,2rGnCKjsznRYW6kGIYZ3Jq,Blessings & Life Lessons,2019-11-22,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.737,0.494,3,-10.719,0,0.145,0.795,0.0,0.0912,0.765,80.98,193655,2019
6xo25koGghvozILyHwuOle,Favela,Murda,53,15vpjqkXPg5eNx22fgFqWL,BABA,2019-05-09,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.912,0.654,0,-7.281,1,0.0879,0.0349,0.0171,0.103,0.737,108.041,170797,2019
4CVQy4t1gkQQWkZDzWrfEM,My BÃ©bÃ©,Bryan Mg,70,1Z0YTVupoWDwptsgfK3fbp,My BÃ©bÃ©,2019-10-31,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.806,0.632,6,-4.408,0,0.0592,0.0945,0.0,0.0818,0.431,68.747,154078,2019
0sU0sm6IunPpIgszZloARu,Naughty,SXTEEN,51,5vCcbTHgSfhqbyUzbGo4kN,Naughty,2019-12-11,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.781,0.408,9,-11.114,1,0.457,0.0454,6.42e-05,0.0916,0.541,191.901,160000,2019
1vaYGUPwe4Qmi7vsLZdVmC,Shaku In Town (feat. ValsBezig),Jayboogz,51,4IGMcgcrFgPEcFzcKGJgVF,Custom Made,2019-11-07,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.843,0.568,7,-6.612,0,0.137,0.411,0.000137,0.165,0.562,102.954,205976,2019
4Y8oN01fJQqvR4fuwMPGlR,Beauty By Nature (feat. Famke Louise),Architrackz,53,2rGnCKjsznRYW6kGIYZ3Jq,Blessings & Life Lessons,2019-11-22,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.846,0.552,1,-10.325,0,0.0444,0.567,0.139,0.0959,0.785,102.564,196965,2019
4nZdakpQw9adqbdXWvx0Hi,Habri Pia,Broederliefde,57,4CCDqBhunrjThEiumcDb6D,"Habri Pia / One, Two, Three",2019-10-24,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.788,0.732,5,-7.194,1,0.0711,0.0511,1.76e-05,0.251,0.67,100.014,238045,2019
2kQ1WxNv3KKxPYFBgcRSnB,Body = Fit (feat. Jonna Fraser & Tabitha),DJ DYLVN,54,3QerFQkOSLf0BiqlZZvGle,Body = Fit (feat. Jonna Fraser & Tabitha),2019-10-24,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.812,0.711,9,-5.377,1,0.0719,0.0306,4.63e-06,0.0827,0.337,99.976,175117,2019
45fLqWh00Lqy13dgwWkF0Z,Moni Mi Suku,Broederliefde,51,08hA2rz2WEfsanMvnyB8DW,Broeders (Extended),2019-12-12,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.625,0.8,1,-5.916,0,0.127,0.298,0.00149,0.0737,0.358,193.39,194429,2019
0cWaeIRKpvONSfktDzK4fN,Juppig,ChildsPlay,60,4uD0XI4SiD82J4YimmTsdl,Juppig,2020-01-03,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.887,0.664,7,-5.795,1,0.16,0.112,4.64e-06,0.116,0.421,101.015,155613,2020
3Azfxy310AeqVbUsx4Mqql,AFTER,Johnny 500,50,5u14ztmZq9lh2RQYBf4oSQ,AFTER,2019-10-18,ðŸ”¥ðŸ¦ GOOD VIBES ONLY ðŸ¦ðŸ”¥ // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.705,0.663,6,-3.172,0,0.363,0.453,1.49e-05,0.0955,0.676,187.962,145446,2019
